comment_id,video_title,author,comment,date,sentiment
Ugw8W6ms412k7X_ENjF4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,Chicken Joe,I’m glad today got over his opium addiction he had in 1999,2023-04-24T01:32:38Z,positive
UgyTMS1R3d8tHEjQ62h4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,zeddy,this movie was a steaming pile except for the music,2023-04-23T13:01:19Z,neutral
Ugzov57sIGfTmuqaY6d4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,Waffle Wings99,"3 was king ,loved it , specially the end fight",2023-04-18T21:56:40Z,positive
Ugz3McUwE22vDoSYm_B4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,Abdul Ahad,Anyways I am leaving bye!,2023-04-18T21:08:58Z,neutral
UgySUSFYULlYnDYK0Wh4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,Abdul Ahad,Hellllllllllllooooooooooooo?,2023-04-18T21:08:27Z,neutral
UgyrthcFsPG4IeMQMvt4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,Abdul Ahad,Heloo?,2023-04-18T21:08:09Z,neutral
UgzipWIhBwlgB1ZoI194AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,Abdul Ahad,Why is everyone not typing here only a little,2023-04-18T21:07:39Z,neutral
UgyCcktZBFlFSCQfh054AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,Abdul Ahad,What did you say?,2023-04-18T21:06:51Z,neutral
Ugy4jxDBnJQJODBHR594AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,Sankofa NYC,"This was a GREAT trailer… it just left you with so much excitement and mystery… every moment generates a “who’s that, and what was that, and whoa did you see that!?” especially going in blind, after all of the years waiting… with this trailer there was absolutely no way this movie wouldn’t be record breaking making maker because you just HAD to go see this",2023-04-16T07:05:16Z,positive
UgzC6SHJWjLiYHnnHCB4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,Leonardo Yramm,"I definitely remember this trailer back in the day.
Me and my parents and siblings were watching TV. 
The channel Entertainment Tonight announced that they would show the trailer and we waited...
My God!!! It was amazing!!! Me and my siblings were so excited to see for the first time the trailer for a saga that we loved from the first time (episodes 4, 5 and 6 were movies that we watched a lot of times).",2023-04-13T18:56:49Z,positive
UgwrEZZRsvNLr-PRZ8F4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,Bandyman,Darth Maul was one of my favorite characters!,2023-04-10T21:08:30Z,positive
UgwDfBSayYdWj6Tz2Xh4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,Oula Hynynen,"I say, in the name of SW consistency...there really ought to be a re-edit of Jake Lloyd's scenes replacing him with a digital rendering of young Hayden Christiansen. Get with it, Disney.",2023-04-09T16:03:48Z,neutral
Ugwn01sn1VADYK1hwzl4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,Thermalburn,"I watched the OT about 100 times when I was a kid. I was 9 years old when my mom took me to see this movie; she got me snacks, a soda, and popcorn. Then afterwards, we went to Toys R' Us and she let me buy a toy; which obviously ended up being a Star Wars toy. We didnt have a lot of money growing up, so the fact that she took me on this little bonding day is so much more poignant to me looking back as an adult. That was such an amazing day that I got to spend with my mom. I have so much nostalgia for this movie, regardless of what its quality might be.",2023-04-07T23:03:37Z,positive
UgyFigfVvXYY-H2PfXh4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,SurferGuy,"I remember when I was 7 Years Old how much they billed up and advertised The Phantom Menace, It was everywhere!",2023-03-31T23:40:34Z,negative
UgwpllhZ9UX7HzUuAB14AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,Otaku E!,I'm into the trilogy and the prequel not the new stuff,2023-03-31T03:35:14Z,neutral
UgzCgBEcTJgm46tJ9-94AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,Harish Kumar Thangavel,True ❤,2023-03-29T16:04:04Z,positive
UgzXdc0TQ_InRjdY-P14AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,mungus,"The Phantom Menace is, like, the greatest Star Wars movie of all time",2023-03-28T01:50:31Z,neutral
UgzTqZKVli5qlCLajqR4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,John Hamm,So for,2023-03-27T22:58:00Z,neutral
UgzUheZlHSl_xP5gW954AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,John Hamm,so for !,2023-03-27T22:56:51Z,neutral
Ugzusky2-8BsUk_eSph4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,Battle Born,"Gonna start my rewatch of the entire franchise soon, in chronological order. Starting with this one",2023-03-24T17:21:03Z,neutral
UgwgNuDZVNnJW9-EGbp4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,Charlie_Willie,The introduction of Obi-Wan to Anakin still gives me chills,2023-03-18T21:58:49Z,neutral
UgwQABpXnSoohojZVKF4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,Images,"Back when trailers were not full of the  ""hammers + bangs"" nonsense",2023-03-02T23:03:11Z,negative
Ugy53ur62a4FvLLrv7t4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,Natalie Portman Fan,It's a great movie 😍,2023-02-27T04:20:52Z,positive
UgydIbSm4KltrDylq4F4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,Perrito,Jar was a legend,2023-02-26T15:27:07Z,neutral
Ugz6-fRIzpRjTqOMXcJ4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,Matemática? Não tem problema!,"Episode 1 carried the weight of more than 20 years of anticipation for a Star Wars movie. It has its flaws, however, it expanded the universe of star wars in an unimaginable way. For that reason alone, he is a landmark!",2023-02-25T13:00:05Z,negative
UgwD0vFxPAYO_DI3edZ4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,Dexxtiny,How do y’all dislike this movie? It’s actually peak,2023-02-19T17:59:02Z,negative
Ugw2k-ameRI8V0HsCgl4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,Freshweezy BOy,“The boy is dangerous” Man oh man were they right,2023-02-12T22:38:10Z,neutral
UgzhrNrF7clYUq7jBRh4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,ethan orange,"An internet wit writes: I was just wondering, given the how commonly remarked upon that slave masters father children on female slaves, it is very possible that that flying elephant creature was anikan's father.",2023-02-06T18:08:30Z,neutral
UgzzIys-KB8h4ONuNjh4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,Michael Ski,Just wish they didn't include Maul's double sided saber in the trailer. Kind of spoiled an epic moment for the theater.,2023-02-05T11:14:01Z,positive
UgwVDyhdEF7FbkYIhdN4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,COOL STORY BRO,"These prequels will be better than ALL the Avatar sequels combined,  hands down, when enough time has passed…. ❤",2023-02-01T03:33:28Z,positive
UgyETt9Q3y2L6Q2M34p4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,Dave Cody,"I really looked forward to the first prequel. Wow, was I disappointed with the result.",2023-01-31T14:57:22Z,positive
UgyBilook_HamftXEQF4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,Melquizedek Arias Ryan,kagan he,2023-01-28T00:09:06Z,neutral
UgxaiOd7CnI-QwqxNox4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,Melquizedek Arias Ryan,justice kagan,2023-01-28T00:08:57Z,positive
Ugydkh1FrxLg228vckd4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,Melquizedek Arias Ryan,i nini,2023-01-28T00:07:50Z,neutral
UgxRsGSMoRTfZb5qoBN4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,swedishpsycho1,"I was just a kid when this came out, but lemme tell you something; You thought the hype for The Force Awakens was high?? The hype for this movie was tenfold!!

Not kidding, this movie was freaking everywhere!!",2023-01-25T12:49:27Z,negative
Ugzn8DBD9XBK5m4pTwZ4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,THTDI Inc,Prequels better  than the sequels by a mile.,2023-01-14T20:17:41Z,positive
Ugzt-N-Nrx_qpASCrcl4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,‘90sNickfan,"THE SKYWALKER SAGA

ANAKIN SKYWALKER'S DOWNFALL 

Episode I: THE PHANTOM MENACE 
Episode II: ATTACK OF THE CLONES 
Episode III: REVENGE OF THE SITH

DARTH VADER'S REDEMPTION 

Episode IV: A NEW HOPE 
Episode V: THE EMPIRE STRIKES BACK 
Episode VI: RETURN OF THE JEDI",2023-01-09T15:25:11Z,negative
UgyyCJSEbvVqwPQIpzh4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,Erech,I used to ask my parents to rent Episodes I- III but they didn't exist yet at that time. I wanted to know who and what Darth Vader was. If you only knew the hype when Episode I was announced. I was about to start high school back then. The full story of Anakin's downfall at last was about to be reveal after a very long time.,2023-01-05T07:38:43Z,neutral
UgyIPdNndCXb0nYTDEp4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,Aerathor Greywulf,Before the dark times. Before the Empire…,2023-01-02T23:28:07Z,neutral
UgyQ91g3WR4pgtw6xHN4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,The Vicious Chicken of Bristol,"Most disappointing cinema experience I've ever had.
Dreadful movie.",2022-12-31T09:52:48Z,negative
UgzLhA-M9nDK-a-PBGV4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,Jack Smith,This is my favourite Star Wars movie!,2022-12-30T15:42:15Z,negative
Ugxli9gMABBKIVEdMxN4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,GreenLightMe,Oddly enough this was first Trailer without a voice over since Dr Strangelove in 1969,2022-12-30T02:48:36Z,neutral
UgwNGmfIPjgaReOHAaN4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,MissDoubleNegative,"It is nearly 2023 and I am getting a serious endorphin rush remembering when I saw this movie's trailer for the first time, completely unexpectedly. After so many years of waiting, and then you suddenly see ""LucasFilm"" splashed across the screen infront of you. I cannot for the life of me remember what movie we were actually there to watch, but I do remember that the entire theatre was completely silent, and then came the ""thunderous applause"".",2022-12-27T14:20:48Z,neutral
UgxtqU6wtf24bCFGAUd4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,Matt Bittner,GEORGE LUCAS made a masterpiece with this film and EPISODE II.,2022-12-26T03:19:33Z,positive
Ugy6NlB5_cE61TCO1qx4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,zufgh,"People often forget that the initial response to this film was very positive from both fans and critics online. And then for some reason about a year later or thereabouts, people just kind of soured on it pretty fast. Me personally, I've always loved it. My favourite of the prequels.",2022-12-21T02:09:23Z,positive
Ugw4nFc2U3WhVImdhFd4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,JP Gaming29,I wasnt born when the OG’s came to theaters but to say that I got to experience all the prequels in theaters will be something I will hold dearly to all my life. That goes the same for the sequels and seeing them all in theaters with my son. He can say he saw them when he gets older. Nothing better then being a Star Wars fan 4 life..,2022-12-19T15:50:58Z,negative
Ugwb05gRkqPxBZVoxBJ4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,Alan Mathias,"the haters of the prequels pretend to be true star wars fans but they aren't
I love the phantom menace
it's my favorite with revenge of the sith and return of the jedi",2022-12-10T19:10:54Z,negative
UgxSfAmnDhu5DsDKy8t4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,ronki23,Great film. I'd go as far as putting it in my top 3 Star Wars movies after A New Hope and Empire Strikes Back,2022-12-09T13:51:20Z,positive
UgyuGLR7-wa9FX85I6h4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,Syafiq Redzuan,1,2022-12-07T16:23:29Z,neutral
Ugzk7rL4tZ9NqQ1DBPt4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,friendly snake,"I remember waiting all day to download this trailer with 56k and RealPlayer or whatever app it required, just to watch this.",2022-12-02T23:46:56Z,neutral
UgzXyA_F2Pc8s0pTq3p4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,Al Denton,Still get fired up watching these trailers.,2022-11-27T23:16:00Z,negative
UgzMh2fmrrdUmrcqlZF4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,Scott Powers,Meet Joe Black... that's a name I haven't heard in a long time...,2022-11-25T04:52:18Z,neutral
UgwW9_JU0D0LRY6pwf14AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,ackbarfan5556,Did anyone go to see Meet Joe Black to watch this? (I was 4 so I didn't.),2022-11-24T00:27:52Z,neutral
Ugzifj7XGHVvPUA8Fw94AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,Average internet User,I'm rewatching for the great memories it gave to me and my friends,2022-11-22T10:41:18Z,positive
UgzthE1sQK8v5j_bXzZ4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,James,I was in 7th grade when I saw this in the theater and even then thought it was mediocre. But now in 2022 id kill for something like this instead of the sewage that is the sequel trilogy and whatever the hell else that's come out...,2022-11-21T02:18:55Z,negative
UgziCq_91-QHRLh6EC14AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,The end,"I was born right after this movie, totally wish I could have experienced the hype and watched this in theaters. I started the prequels with this still when I was around 5 or 6 and it was incredible. I vividly remember watching Darth maul cut in half and being in utter shock staring at the TV. Star Wars these days for me is just pure nostalgia and I watch once in a while just to feel good. I was lucky enough to see revenge of the sith in theaters. Even though TPM isn’t the best received by fans, if you get into legends and read about plagueis and different events around leading up and into the prequels, it makes the movies 10x more interesting. If you’re a fan of the phantom menace, go read the Darth plagueis novel ASAP. it makes TPM a monumental movie and makes you realize what’s truly going on.",2022-11-20T00:32:16Z,positive
Ugzih1ZWCd7ZBko2zTt4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,Jonathan Morales,24 years ago today this gem of a Trailer was released! It was such a sublime and unforgettable moment. All those years have passed and it still moves me so much every time I look at it. Personally it is my favorite trailer of all Star Wars so far. I love the Trailer! 🔥💪😀,2022-11-18T15:24:02Z,positive
UgxCvE6Zra7iaok31Dd4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,Jason Leal,This brings me back to downloading this trailer on a irc chat room. The anticipation was crazy!,2022-11-15T05:27:13Z,negative
Ugx9xrMpcl3MHIwPSVh4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,The West is the Best,"Like it or not, the prequels cemented Star Wars as a generation spanning franchise. Without them, it would have died out and none of the great Star Wars content we have today would have happened",2022-11-12T13:20:52Z,negative
Ugx-cEatg7pmZ0CTL9l4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,Captain MW88,"This is my favourite Star Wars movie, I don’t care what people say!",2022-10-26T22:18:13Z,negative
Ugxioexnn3dBjA5suBF4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,Natalie Portman Fan,Star Wars prequel trilogy is the best Star Wars trilogy🤩❤️,2022-10-23T07:29:25Z,negative
Ugz2D3sfQm0NNRyPXvR4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,Natalie Portman Fan,"I love The Phantom Menace, Attack of the Clones and Revenge of the Sith so much😍🥰❤️",2022-10-23T07:28:12Z,negative
UgyLoHqVAxyHPSU37h54AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,youtube game,Je viens de voir la version HD il y a vraiment une différence avec la version originale :'),2022-10-13T12:22:18Z,positive
UgxuJXaUkqBTREx0jtZ4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,Stud Clone,This is an epic movie george making it real/my dreams real im fan since i was 0 i think i grow up with it its so cool,2022-10-07T16:30:06Z,positive
Ugx_TketevDDNGxnGNJ4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,Waffle Wings99,"789 were weird , 1 to 6 was best",2022-10-07T11:39:39Z,positive
UgzLKJ2YURIqZTpNLKZ4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,Unholy Shaman,I don't think this trailer showed too much. It was the most well done of the trilogy. Thats not to say that this movie was the best however,2022-09-25T07:17:35Z,positive
UgxhqEFN4P6dMK6rtld4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,random airways,obi wan looks like that cool guy u meet at a trampoline park,2022-09-16T13:02:46Z,positive
